,Team,Prize,NumTournaments,Year
181,StarTale,"$12,942.00",6 Tournaments,2015
182,nerdRage,"$12,878.83",8 Tournaments,2015
183,Rebels Anarchy,"$12,814.95",2 Tournaments,2015
184,Vitality,"$12,750.00",5 Tournaments,2015
185,E-corp Gaming,"$12,573.38",3 Tournaments,2015
186,Noble eSports,"$12,250.00",4 Tournaments,2015
187,Aware Gaming,"$11,934.31",8 Tournaments,2015
188,JusTus,"$11,780.00",4 Tournaments,2015
189,DetonatioN,"$11,467.30",5 Tournaments,2015
190,Lounge Gaming,"$11,462.07",5 Tournaments,2015
191,CLASH Tournaments,"$11,459.88",42 Tournaments,2015
192,Signature Gaming,"$11,150.16",8 Tournaments,2015
193,Beşiktaş e-Sports Club,"$11,069.71",2 Tournaments,2015
194,Brave e-Sports,"$10,939.54",3 Tournaments,2015
195,Space Soldiers,"$10,640.27",13 Tournaments,2015
196,AT Gaming,"$10,609.94",21 Tournaments,2015
197,Axiom eSports,"$10,244.95",41 Tournaments,2015
198,Gale Force eSports,"$10,200.00",9 Tournaments,2015
199,Meet Your Makers,"$10,071.50",4 Tournaments,2015
200,Enigma6 Group,"$10,000.00",1 Tournament,2015
201,Big3,"$9,662.15",2 Tournaments,2015
202,Arcade eSports,"$9,425.93",10 Tournaments,2015
203,TyLoo,"$9,416.17",6 Tournaments,2015
204,KaBuM! e-Sports,"$9,359.80",4 Tournaments,2015
205,LGB eSports,"$9,271.90",8 Tournaments,2015
206,Dire Wolves,"$9,178.32",2 Tournaments,2015
207,Exertus eSports,"$8,781.07",11 Tournaments,2015
208,3DMAX,"$8,663.00",9 Tournaments,2015
209,Team Spirit,"$8,500.00",2 Tournaments,2015
210,Melee it on Me,"$8,350.51",49 Tournaments,2015
211,Unlimited Potential,"$8,329.40",1 Tournament,2015
212,Smash Studios,"$8,258.00",57 Tournaments,2015
213,Star Horn Royal Club,"$8,059.20",1 Tournament,2015
214,PSISTORM Gaming,"$7,743.45",52 Tournaments,2015
215,Russian National Team,"$7,500.00",1 Tournament,2015
216,Swedish National Team,"$7,500.00",1 Tournament,2015
217,Vietnamese National Team,"$7,407.50",1 Tournament,2015
218,Bravado Gaming,"$7,259.65",9 Tournaments,2015
219,All Gamers,"$7,082.46",3 Tournaments,2015
220,The Steam Co,"$6,980.50",26 Tournaments,2015
221,Team No Limit,"$6,908.55",4 Tournaments,2015
222,T Show,"$6,616.32",6 Tournaments,2015
223,K1CK,"$6,517.07",7 Tournaments,2015
224,GameTV,"$6,477.00",9 Tournaments,2015
225,Cascade,"$6,432.89",14 Tournaments,2015
226,Control Gaming,"$6,241.17",28 Tournaments,2015
227,Tricked eSports,"$6,112.80",9 Tournaments,2015
228,Dream Team,"$5,655.00",2 Tournaments,2015
229,Trail Gaming League,"$5,577.25",10 Tournaments,2015
230,Team Karma,"$5,548.59",2 Tournaments,2015
231,Quarter after Midnight,"$5,071.73",11 Tournaments,2015
232,Execration,"$5,000.00",1 Tournament,2015
233,Most Valuable Gaming,"$4,883.75",13 Tournaments,2015
234,Chaos Esports Club,"$4,872.00",2 Tournaments,2015
235,Assassin Sniper,"$4,762.35",1 Tournament,2015
236,Str8 Rippin,"$4,550.00",2 Tournaments,2015
237,Team XENEX,"$4,320.63",2 Tournaments,2015
238,Redbloods,"$4,130.41",14 Tournaments,2015
239,VanQuish,"$4,105.40",6 Tournaments,2015
240,VGBootCamp,"$4,074.79",26 Tournaments,2015
241,Vox Eminor,"$4,071.14",4 Tournaments,2015
242,Isurus Gaming,"$4,000.00",2 Tournaments,2015
243,Infamous,"$3,706.66",3 Tournaments,2015
244,Temp.no,"$3,484.52",3 Tournaments,2015
245,Broken Tier,"$3,468.00",11 Tournaments,2015
246,INSHOCK,"$3,327.50",5 Tournaments,2015
247,Team Immunity,"$3,263.46",2 Tournaments,2015
248,Empire Arcadia,"$3,253.50",10 Tournaments,2015
249,Energy Esports,"$3,164.81",6 Tournaments,2015
250,Team Meka,"$3,158.70",8 Tournaments,2015
251,Team Invited,"$3,153.43",1 Tournament,2015
252,Fatal Ambition,"$3,000.00",1 Tournament,2015
253,exceL eSports,"$2,839.13",15 Tournaments,2015
254,Vicious Syndicate Gaming,"$2,750.00",3 Tournaments,2015
255,Team LeiFeng,"$2,727.89",14 Tournaments,2015
256,The MongolZ,"$2,700.00",3 Tournaments,2015
257,Playing Ducks,"$2,614.61",7 Tournaments,2015
258,IsIMBA,"$2,614.41",10 Tournaments,2015
259,MKZ,"$2,508.55",1 Tournament,2015
260,Canadian National Team,"$2,500.00",1 Tournament,2015
261,Gambit Esports,"$2,500.00",1 Tournament,2015
262,German National Team,"$2,500.00",1 Tournament,2015
263,Kyrgyzsian National Team,"$2,500.00",1 Tournament,2015
264,Norweigan National Team,"$2,500.00",1 Tournament,2015
265,Trident Esports,"$2,240.20",4 Tournaments,2015
266,ENCE eSports,"$2,175.44",4 Tournaments,2015
267,Strictly Business,"$2,140.00",6 Tournaments,2015
268,El NeXo,"$2,066.84",4 Tournaments,2015
269,MnM Gaming,"$1,784.70",3 Tournaments,2015
270,Lets Play,"$1,776.26",13 Tournaments,2015
271,Carbon,"$1,655.95",13 Tournaments,2015
272,Even Matchup Gaming,"$1,556.65",8 Tournaments,2015
273,SYF Gaming,"$1,400.00",2 Tournaments,2015
274,Team Heir,"$1,326.65",13 Tournaments,2015
275,Brutality,"$1,278.07",5 Tournaments,2015
276,I Will Kill You Gaming,"$1,183.17",1 Tournament,2015
277,AntiBeat Multigaming,"$1,107.97",2 Tournaments,2015
278,Mortality,"$1,092.00",4 Tournaments,2015
279,Elite Wolves,"$1,000.00",1 Tournament,2015
280,Inspire Esports,"$1,000.00",2 Tournaments,2015
281,Team FeaR,"$1,000.00",1 Tournament,2015
282,Team Symthic,"$1,000.00",1 Tournament,2015
283,DuSt Gaming,$960.13,15 Tournaments,2015
284,Team Lucky Draw,$888.34,7 Tournaments,2015
285,Team Curse,$857.50,4 Tournaments,2015
286,Team LEISURE,$717.62,3 Tournaments,2015
287,VfL Wolfsburg,$706.64,10 Tournaments,2015
288,Frequency,$600.00,1 Tournament,2015
289,Haven Esports,$562.40,7 Tournaments,2015
290,Team expert,$560.76,1 Tournament,2015
291,CeX,$554.38,2 Tournaments,2015
292,Mythic,$500.00,1 Tournament,2015
293,Team Menace.fi,$481.86,2 Tournaments,2015
294,Team Tower,$400.00,1 Tournament,2015
295,NewRoSoft,$368.91,6 Tournaments,2015
296,CheckSix Gaming,$350.00,1 Tournament,2015
297,Project EVERSIO,$329.22,1 Tournament,2015
298,Lemondogs,$300.00,1 Tournament,2015
299,Circa eSports,$272.26,2 Tournaments,2015
300,Supersonic Avengers,$225.56,2 Tournaments,2015
301,Romandy Gaming,$153.92,3 Tournaments,2015
302,Olympus Esports,$152.40,4 Tournaments,2015
303,Team Xcution,$151.40,1 Tournament,2015
304,XMG,$145.77,2 Tournaments,2015
305,VRS Coanda Simsport,$140.69,1 Tournament,2015
306,iBUYPOWER,$125.00,1 Tournament,2015
307,Apex Racing Team,$84.42,1 Tournament,2015
308,Team Nv,$69.23,1 Tournament,2015
309,Team YP,$51.00,1 Tournament,2015
310,2GGaming,$42.90,1 Tournament,2015
0,Wings Gaming,"$9,624,606.47",17 Tournaments,2016
1,Chaos Esports Club,"$3,791,797.00",11 Tournaments,2016
2,Evil Geniuses,"$3,549,023.64",73 Tournaments,2016
3,Team Liquid,"$3,094,080.39",318 Tournaments,2016
4,Fnatic,"$3,093,935.57",57 Tournaments,2016
5,OG,"$2,915,144.00",13 Tournaments,2016
6,T1,"$2,732,076.55",28 Tournaments,2016
7,MVP,"$2,554,992.45",128 Tournaments,2016
8,Team Envy,"$2,051,998.01",93 Tournaments,2016
9,Counter Logic Gaming,"$1,646,139.50",103 Tournaments,2016
10,Natus Vincere,"$1,643,630.94",58 Tournaments,2016
11,Newbee,"$1,595,726.41",34 Tournaments,2016
12,Team Secret,"$1,506,407.07",42 Tournaments,2016
13,Virtus.pro,"$1,452,586.84",49 Tournaments,2016
14,OpTic Gaming,"$1,379,082.50",50 Tournaments,2016
15,Cloud9,"$1,375,504.65",136 Tournaments,2016
16,EHOME,"$1,344,806.60",24 Tournaments,2016
17,Vici Gaming,"$1,323,739.79",62 Tournaments,2016
18,Luminosity Gaming,"$1,195,908.54",55 Tournaments,2016
19,LGD Gaming,"$1,088,717.82",23 Tournaments,2016
20,Invictus Gaming,"$1,019,123.59",68 Tournaments,2016
21,Team Dignitas,"$1,013,055.00",61 Tournaments,2016
22,SK Gaming,"$1,003,802.41",44 Tournaments,2016
23,Samsung,"$996,524.23",66 Tournaments,2016
24,Epsilon eSports,"$931,862.61",58 Tournaments,2016
25,G2 Esports,"$927,715.93",84 Tournaments,2016
26,EDward Gaming,"$922,839.65",23 Tournaments,2016
27,Alliance,"$811,611.32",52 Tournaments,2016
28,Astralis,"$802,868.81",23 Tournaments,2016
29,Ninjas in Pyjamas,"$720,750.00",19 Tournaments,2016
30,compLexity Gaming,"$683,652.84",62 Tournaments,2016
31,Millenium,"$677,384.24",93 Tournaments,2016
32,Royal Never Give Up,"$669,175.71",8 Tournaments,2016
33,Splyce,"$630,838.80",93 Tournaments,2016
34,ROX Gaming,"$583,144.00",4 Tournaments,2016
35,Team Allegiance,"$580,076.50",17 Tournaments,2016
36,TnC Gaming,"$545,488.72",5 Tournaments,2016
37,Ad Finem,"$532,089.37",12 Tournaments,2016
38,Elevate,"$517,651.13",49 Tournaments,2016
39,FaZe Clan,"$506,741.94",42 Tournaments,2016
40,Team SoloMid,"$483,488.40",81 Tournaments,2016
41,eStar Gaming,"$458,507.85",20 Tournaments,2016
42,H2K,"$443,750.00",8 Tournaments,2016
43,FlipSid3 Tactics,"$409,408.06",100 Tournaments,2016
44,Denial Esports,"$400,751.83",25 Tournaments,2016
45,Ballistix,"$390,000.00",2 Tournaments,2016
46,TyLoo,"$385,372.83",28 Tournaments,2016
47,KT Rolster,"$369,956.69",31 Tournaments,2016
48,mousesports,"$355,961.41",34 Tournaments,2016
49,Enemy,"$314,898.75",17 Tournaments,2016
50,Renegades,"$310,391.79",24 Tournaments,2016
51,NRG Esports,"$306,843.10",36 Tournaments,2016
52,Immortals,"$293,021.56",23 Tournaments,2016
53,Gambit Esports,"$283,400.80",15 Tournaments,2016
54,I May,"$262,613.00",3 Tournaments,2016
55,Tempo Storm,"$259,804.71",100 Tournaments,2016
56,Flash Wolves,"$258,362.63",18 Tournaments,2016
57,Team expert,"$256,900.07",56 Tournaments,2016
58,Escape Gaming,"$251,687.90",11 Tournaments,2016
59,Rise Nation,"$243,565.00",15 Tournaments,2016
60,Albus NoX Luna,"$238,702.50",3 Tournaments,2016
61,HellRaisers,"$234,982.20",17 Tournaments,2016
62,mYinsanity,"$230,609.89",67 Tournaments,2016
63,CDEC Gaming,"$218,042.61",13 Tournaments,2016
64,Tempest,"$211,585.00",3 Tournaments,2016
65,Echo Fox,"$210,767.09",56 Tournaments,2016
66,Jin Air Green Wings,"$204,553.87",36 Tournaments,2016
67,Vega Squadron,"$200,212.85",14 Tournaments,2016
68,Afreeca Freecs,"$194,964.19",108 Tournaments,2016
69,Misfits,"$187,208.75",19 Tournaments,2016
70,Rogue,"$182,827.60",21 Tournaments,2016
71,All Gamers,"$182,579.08",12 Tournaments,2016
72,Team Spirit,"$182,196.96",20 Tournaments,2016
73,Team Infused,"$182,134.89",21 Tournaments,2016
74,Team Celestial,"$179,093.69",12 Tournaments,2016
75,ahq e-Sports Club,"$174,166.42",6 Tournaments,2016
76,World Elite,"$174,078.36",13 Tournaments,2016
77,Team Empire,"$167,612.95",18 Tournaments,2016
78,Team Naventic,"$167,569.00",9 Tournaments,2016
79,EURONICS Gaming,"$152,249.75",83 Tournaments,2016
80,Team NP,"$150,500.00",4 Tournaments,2016
81,Snake Esports,"$144,163.32",14 Tournaments,2016
82,Method,"$135,840.00",8 Tournaments,2016
83,Selfless Gaming,"$127,588.22",49 Tournaments,2016
84,GODSENT,"$127,196.06",17 Tournaments,2016
85,Team No Limit,"$125,810.00",5 Tournaments,2016
86,Mindfreak,"$118,141.50",13 Tournaments,2016
87,PENTA Sports,"$117,860.26",39 Tournaments,2016
88,Team Orbit,"$116,336.79",17 Tournaments,2016
89,Team Alternate,"$113,864.24",26 Tournaments,2016
90,Heroic,"$111,547.25",10 Tournaments,2016
91,ROOT Gaming,"$110,380.33",151 Tournaments,2016
92,Astral Authority,"$107,500.00",7 Tournaments,2016
93,Panda Global,"$105,857.59",120 Tournaments,2016
94,INTZ eSports,"$104,898.52",23 Tournaments,2016
95,TongFu,"$97,591.91",13 Tournaments,2016
96,COGnitive Gaming,"$95,175.94",62 Tournaments,2016
97,Chiefs Esports Club,"$94,368.83",23 Tournaments,2016
98,Team Kongdoo,"$93,702.97",9 Tournaments,2016
99,The Imperial,"$92,460.60",14 Tournaments,2016
100,Thailand National Player,"$90,000.00",2 Tournaments,2016
101,Mineski,"$88,666.15",16 Tournaments,2016
102,Dream Team,"$87,042.96",26 Tournaments,2016
103,Korean National Team,"$85,707.92",5 Tournaments,2016
104,Gale Force eSports,"$85,679.00",13 Tournaments,2016
105,X-Team,"$83,713.37",26 Tournaments,2016
106,Team LDLC.com,"$83,703.60",26 Tournaments,2016
107,PSISTORM Gaming,"$83,639.88",126 Tournaments,2016
108,Ting,"$81,803.00",25 Tournaments,2016
109,The MongolZ,"$80,838.35",10 Tournaments,2016
110,Space Soldiers,"$80,063.14",14 Tournaments,2016
111,Paradigm,"$80,000.00",2 Tournaments,2016
112,Qiao Gu Reapers,"$79,416.68",5 Tournaments,2016
113,True eSport,"$78,998.38",101 Tournaments,2016
114,Dark Passage,"$77,650.75",11 Tournaments,2016
115,Team Archon,"$76,661.59",14 Tournaments,2016
116,Vitality,"$73,622.03",12 Tournaments,2016
117,eUnited,"$73,375.00",6 Tournaments,2016
118,Execration,"$71,279.45",7 Tournaments,2016
119,CJ Entus,"$70,944.34",15 Tournaments,2016
120,ENCE eSports,"$70,333.45",36 Tournaments,2016
121,Invasion eSport,"$68,726.53",54 Tournaments,2016
122,Team Faceless,"$68,500.00",3 Tournaments,2016
123,Supremacy,"$67,247.79",8 Tournaments,2016
124,L5,"$67,130.00",2 Tournaments,2016
125,Tainted Minds,"$66,480.74",9 Tournaments,2016
126,paiN Gaming,"$66,345.91",12 Tournaments,2016
127,exceL eSports,"$65,971.79",12 Tournaments,2016
128,LuxuryWatch,"$65,508.73",7 Tournaments,2016
129,Signature Gaming,"$65,447.02",13 Tournaments,2016
130,Rising Stars Gaming,"$62,067.42",11 Tournaments,2016
131,Team Kinguin,"$61,872.66",18 Tournaments,2016
132,Young Miracles,"$60,944.20",2 Tournaments,2016
133,Unicorns of Love,"$60,000.00",2 Tournaments,2016
134,Lunatic-hai,"$59,031.47",4 Tournaments,2016
135,Bravado Gaming,"$58,068.47",11 Tournaments,2016
136,Giants Gaming,"$57,098.59",14 Tournaments,2016
137,Team DK,"$56,724.47",8 Tournaments,2016
138,OMG,"$55,551.98",7 Tournaments,2016
139,Turkish National Team,"$51,000.00",2 Tournaments,2016
140,Lazarus,"$47,012.99",13 Tournaments,2016
141,REUNITED,"$46,662.97",34 Tournaments,2016
142,Team X,"$46,000.00",5 Tournaments,2016
143,Mock-It eSports,"$45,847.97",47 Tournaments,2016
144,Infamous,"$45,661.60",9 Tournaments,2016
145,NGA Club,"$45,335.36",7 Tournaments,2016
146,iGame.com,"$45,113.45",5 Tournaments,2016
147,GC Busan,"$44,370.00",1 Tournament,2016
148,AT Gaming,"$40,814.02",18 Tournaments,2016
149,Winterfox,"$40,401.26",33 Tournaments,2016
150,Team Eager,"$40,250.00",4 Tournaments,2016
151,Team KaLiBeR,"$40,250.00",4 Tournaments,2016
152,Tricked eSports,"$39,009.46",19 Tournaments,2016
153,Zenith of Origin,"$38,879.79",14 Tournaments,2016
154,ESC Ever,"$38,578.00",4 Tournaments,2016
155,Russian National Team,"$38,293.25",4 Tournaments,2016
156,CM Storm,"$37,875.00",5 Tournaments,2016
157,Copenhagen Wolves,"$37,508.41",9 Tournaments,2016
158,Avant Gaming,"$37,241.43",11 Tournaments,2016
159,French National Team,"$36,782.87",3 Tournaments,2016
160,Longzhu Gaming,"$35,800.00",4 Tournaments,2016
161,Team Question Mark,"$34,000.00",2 Tournaments,2016
162,Team Massive Dragons,"$33,977.53",2 Tournaments,2016
163,VwS Gaming,"$33,366.18",75 Tournaments,2016
164,eSuba,"$32,915.57",34 Tournaments,2016
165,Yunktis,"$32,515.32",5 Tournaments,2016
166,Orange Esports,"$31,984.44",8 Tournaments,2016
167,K1CK,"$31,931.82",11 Tournaments,2016
168,Team Skadis Gift,"$31,779.57",4 Tournaments,2016
169,Huma,"$31,178.54",4 Tournaments,2016
170,Elite Wolves,"$31,027.00",5 Tournaments,2016
171,CNB e-Sports Club,"$30,785.77",21 Tournaments,2016
172,RoX,"$30,065.75",7 Tournaments,2016
173,GiFu eSports,"$30,000.00",3 Tournaments,2016
174,Northern Gaming,"$29,931.69",10 Tournaments,2016
175,ANOX,"$29,324.99",10 Tournaments,2016
176,Team Hearthlytics,"$29,250.00",6 Tournaments,2016
177,iBUYPOWER,"$28,625.00",7 Tournaments,2016
178,Saigon Jokers,"$28,200.00",3 Tournaments,2016
179,PRIDE Gaming,"$28,076.13",17 Tournaments,2016
180,Str8 Rippin,"$28,000.00",3 Tournaments,2016
181,Dead Pixels,"$27,817.22",43 Tournaments,2016
182,Apex Gaming,"$27,500.00",2 Tournaments,2016
183,Vox Eminor,"$27,127.80",5 Tournaments,2016
184,Lounge Gaming,"$26,500.00",4 Tournaments,2016
185,Origen,"$26,500.00",2 Tournaments,2016
186,Chinese National Team,"$25,526.10",2 Tournaments,2016
187,Team Dragon Knights,"$24,500.00",2 Tournaments,2016
188,Wayi Spider,"$23,896.52",7 Tournaments,2016
189,Bangkok Titans,"$23,873.60",4 Tournaments,2016
190,froyotech,"$23,714.72",7 Tournaments,2016
191,Argentinian National Team,"$22,958.56",2 Tournaments,2016
192,Illuminar Gaming,"$22,865.95",10 Tournaments,2016
193,J Team,"$22,478.00",2 Tournaments,2016
194,Fade 2 Karma,"$22,231.35",7 Tournaments,2016
195,Hard Random,"$21,832.50",1 Tournament,2016
196,Ember,"$21,500.00",2 Tournaments,2016
197,SuperMassive Blaze,"$21,311.06",1 Tournament,2016
198,Inspire Esports,"$21,297.90",2 Tournaments,2016
199,Torpedo Gaming,"$21,279.40",5 Tournaments,2016
200,MnM Gaming,"$21,012.02",7 Tournaments,2016
201,RED Canids,"$20,891.33",10 Tournaments,2016
202,Circa eSports,"$20,753.87",27 Tournaments,2016
203,FM eSports,"$20,511.29",6 Tournaments,2016
204,Canadian National Team,"$20,500.00",2 Tournaments,2016
205,Singaporian National Team,"$20,500.00",2 Tournaments,2016
206,Swedish National Team,"$20,500.00",2 Tournaments,2016
207,Finnish National Team,"$20,195.72",2 Tournaments,2016
208,SBENU,"$20,188.18",4 Tournaments,2016
209,Legacy eSports,"$18,980.45",9 Tournaments,2016
210,Playing Ducks,"$18,842.95",9 Tournaments,2016
211,PuLse Gaming,"$18,797.97",2 Tournaments,2016
212,Valencia CF eSports,"$18,794.20",8 Tournaments,2016
213,GamersOrigin,"$18,626.27",11 Tournaments,2016
214,Horde,"$18,476.36",2 Tournaments,2016
215,German National Team,"$18,111.19",2 Tournaments,2016
216,American National Team,"$18,000.00",1 Tournament,2016
217,Australian National Team,"$18,000.00",1 Tournament,2016
218,Brazilian National Team,"$18,000.00",1 Tournament,2016
219,Chilean National Team,"$18,000.00",1 Tournament,2016
220,No Diggity,"$18,000.00",2 Tournaments,2016
221,Spanish National Team,"$18,000.00",1 Tournament,2016
222,Taiwanese National Team,"$18,000.00",1 Tournament,2016
223,Thai National Team,"$18,000.00",1 Tournament,2016
224,Power Rangers,"$17,500.00",7 Tournaments,2016
225,Reason Gaming,"$17,272.54",9 Tournaments,2016
226,Star Horn Royal Club,"$16,667.30",3 Tournaments,2016
227,GameTV,"$16,524.00",19 Tournaments,2016
228,Noble eSports,"$15,361.15",11 Tournaments,2016
229,Exile5,"$15,354.81",14 Tournaments,2016
230,Brain Power,"$15,000.00",1 Tournament,2016
231,Turnso Gaming,"$14,305.98",1 Tournament,2016
232,Winners,"$14,281.60",2 Tournaments,2016
233,x6tence,"$14,271.14",6 Tournaments,2016
234,Team Acer,"$14,171.41",24 Tournaments,2016
235,Maximum Impact Gaming,"$13,500.90",3 Tournaments,2016
236,iNETKOXTV,"$13,184.62",15 Tournaments,2016
237,Kuala Lumpur Hunters,"$13,065.65",2 Tournaments,2016
238,Smash Studios,"$13,019.01",89 Tournaments,2016
239,T Show,"$12,647.41",6 Tournaments,2016
240,Team Meka,"$12,615.12",4 Tournaments,2016
241,Exertus eSports,"$12,178.85",9 Tournaments,2016
242,Vexed Gaming,"$12,060.70",4 Tournaments,2016
243,Team Revolution,"$11,581.97",28 Tournaments,2016
244,Temp.no,"$11,263.84",10 Tournaments,2016
245,Athletico,"$11,103.09",8 Tournaments,2016
246,Team LEISURE,"$11,057.21",4 Tournaments,2016
247,Keyd Stars,"$11,015.45",11 Tournaments,2016
248,LowLandLions,"$10,917.37",9 Tournaments,2016
249,We Dem Girlz,"$10,688.02",31 Tournaments,2016
250,CLASH Tournaments,"$10,325.33",38 Tournaments,2016
251,Paris Saint-Germain Esports,"$10,270.20",2 Tournaments,2016
252,Hong Kong Esports,"$10,036.52",2 Tournaments,2016
253,Danish National Team,"$10,000.00",1 Tournament,2016
254,Isurus Gaming,"$10,000.00",1 Tournament,2016
255,Romanian National Team,"$9,996.06",2 Tournaments,2016
256,KPI Gaming,"$9,785.33",4 Tournaments,2016
257,Mysterious Monkeys,"$9,744.87",9 Tournaments,2016
258,LGB eSports,"$9,173.56",3 Tournaments,2016
259,Ukranian National Team,"$8,988.18",2 Tournaments,2016
260,Team Singularity,"$8,877.86",4 Tournaments,2016
261,DetonatioN,"$8,743.33",15 Tournaments,2016
262,Team One,"$8,681.70",10 Tournaments,2016
263,Planetkey Dynamics,"$8,646.66",12 Tournaments,2016
264,Endpoint,"$8,513.54",3 Tournaments,2016
265,2GGaming,"$8,160.77",19 Tournaments,2016
266,against All authority,"$7,681.71",15 Tournaments,2016
267,eMonkeyz,"$7,555.52",4 Tournaments,2016
268,Brave e-Sports,"$7,442.93",6 Tournaments,2016
269,Fatal Ambition,"$7,282.96",2 Tournaments,2016
270,ESC Gaming,"$7,065.13",9 Tournaments,2016
271,Furious Gaming,"$6,982.61",6 Tournaments,2016
272,Polarity,"$6,500.00",3 Tournaments,2016
273,Melee it on Me,"$6,479.44",37 Tournaments,2016
274,Entity Gaming,"$6,453.77",3 Tournaments,2016
275,ExAequo,"$6,296.00",2 Tournaments,2016
276,Titan eSports,"$6,250.00",1 Tournament,2016
277,Taipei Assassins,"$6,184.20",1 Tournament,2016
278,Team Innova,"$6,105.18",11 Tournaments,2016
279,Dire Wolves,"$6,100.50",2 Tournaments,2016
280,London Conspiracy,"$6,097.00",6 Tournaments,2016
281,E-corp Gaming,"$6,044.37",5 Tournaments,2016
282,Philippines National Team,"$6,000.00",1 Tournament,2016
283,VRS Coanda Simsport,"$6,000.00",1 Tournament,2016
284,Epiphany Bolt,"$5,881.16",7 Tournaments,2016
285,VfL Wolfsburg,"$5,735.49",5 Tournaments,2016
286,Made in Thailand,"$5,501.08",4 Tournaments,2016
287,Arcade eSports,"$5,500.00",3 Tournaments,2016
288,Brutality,"$5,290.68",6 Tournaments,2016
289,Even Matchup Gaming,"$5,282.45",23 Tournaments,2016
290,Vicious Syndicate Gaming,"$5,250.00",3 Tournaments,2016
291,Keep Gaming,"$5,034.53",2 Tournaments,2016
292,Operation Kino eSports,"$4,955.02",6 Tournaments,2016
293,VGBootCamp,"$4,863.71",15 Tournaments,2016
294,KaBuM! e-Sports,"$4,741.85",4 Tournaments,2016
295,True AmBition,"$4,698.36",32 Tournaments,2016
296,Black Dragons e-Sports,"$4,547.25",11 Tournaments,2016
297,Rex Regum Qeon,"$4,507.27",2 Tournaments,2016
